sigma,accuracy_noisy,f1_macro_noisy,f1_weighted_noisy,prediction_stability,prediction_change_rate,mean_clean_confidence,mean_noisy_confidence,confidence_drop
0.01,0.7546140195208518,0.5699166764523615,0.7206045717545596,0.9807453416149068,0.019254658385093215,0.9782232642173767,0.9749329090118408,0.0032902874518185854
0.05,0.6771960958296362,0.5286961309279106,0.6473003152209797,0.8403726708074534,0.15962732919254663,0.9782232642173767,0.9513677358627319,0.026855580508708954
0.1,0.6263975155279503,0.47053567793494766,0.6030008122179868,0.7436113575865129,0.25638864241348713,0.9782232642173767,0.9373710751533508,0.04085221514105797
