sigma,accuracy_noisy,f1_macro_noisy,f1_weighted_noisy,prediction_stability,prediction_change_rate,mean_clean_confidence,mean_noisy_confidence,confidence_drop
0.01,0.6938431511710433,0.42239706292148493,0.6435090813833494,0.9247693399574166,0.07523066004258339,0.9264433147429548,0.7394139779437264,0.18702933679922817
0.05,0.6464247693399574,0.3835227233692982,0.5924906936260999,0.8745120652945352,0.12548793470546482,0.9264433147429548,0.6838796999264103,0.24256361481654423
0.1,0.5994499645138396,0.34315906466473506,0.5370530188815731,0.8243878637331441,0.1756121362668559,0.9264433147429548,0.6583108646490066,0.26813245009394815
