sigma,accuracy_noisy,f1_macro_noisy,f1_weighted_noisy,prediction_stability,prediction_change_rate,mean_clean_confidence,mean_noisy_confidence,confidence_drop
0.01,0.6157735982966643,0.41165139227653424,0.5967900510704709,0.7738200851667849,0.2261799148332151,0.974959958788278,0.8322091846919559,0.142750774096322
0.05,0.57944464158978,0.3879792481009165,0.5669097219829399,0.7024041873669269,0.2975958126330731,0.974959958788278,0.7989795457738464,0.17598041301443146
0.1,0.5298083747338538,0.35978236340755576,0.5233421526676404,0.6322746628814763,0.36772533711852373,0.974959958788278,0.777183613660708,0.19777634512756997
